bugID,sd,cl,pd,co,rp,os,bs,rs,pr,bsr,
552456,[AutoRefactor immigration #14/118] [cleanup & saveaction] Number suffix in uppercase,Eclipse Project,JDT,UI,All,All,VERIFIED,FIXED,P3,enhancement,
552457,Inadequate breakpoint save,Eclipse Project,JDT,Debug,PC,Windows 10,NEW,,P3,normal,
552458,Network Problem,Technology,MPC,Install,PC,Windows 10,NEW,,P3,normal,
552460,SHA512 Checksum does not match for SDK download 4.13,Eclipse Project,Platform,Releng,PC,Mac OS X,CLOSED,FIXED,P3,critical,
552461,[cleanup & saveaction] Should add fully qualified name when adding conflicting class name,Eclipse Project,JDT,UI,All,All,VERIFIED,FIXED,P3,normal,
552462,CDT indexer started complaining on literal operator template for string UDL,Tools,CDT,cdt-indexer,PC,Linux,CLOSED,DUPLICATE,P3,normal,
552463,The --patch-module „Patch with“ Button of the Module Dependencies Tab Displays an Empty List,Eclipse Project,JDT,Core,PC,Windows 10,NEW,,P3,normal,
552465,https://ci.eclipse.org/oomph is not usable Bad Message 431 reason: Request Header Fields Too Large,Eclipse Foundation,Community,CI-Jenkins,PC,Windows,,,,,
7,CLOSED,FIXED,P3,blocker,,,,,,,
552466,match partial ref names in ref content completion,Technology,EGit,UI,PC,Windows 10,NEW,,P3,enhancement,
552467,Support core.quotepath in DiffFormatter (EGit history view do not show cyrillic file names correctly),Technology,JGit,JGit,PC,All,RESOLVED,FIXED,P3,minor,
552469,NPE in Link handlers,Eclipse Project,Platform,UI,PC,Linux,NEW,,P3,normal,
552470,[Dark theme] Always style Toolbar to inherit instead of only special cases,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
552471,Please change the owner of CDO's downloads from estepper to genie.cdo,Eclipse Foundation,Community,Servers,PC,Windows,,,,,
7,CLOSED,WORKSFORME,P3,normal,,,,,,,
552472,Dialog 'Market Solutions Available': Button 'Show Solution' too small,Technology,MPC,wizard,All,All,RESOLVED,FIXED,P3,minor,
552473,Copying from Eclipse console and pasting directly into Gnumeric truncates long selections,Eclipse Project,Platform,SWT,PC,Linux,NEW,,P3,normal,
552474,[Dark theme] Delete unnecessary CSS spy related CSS styling,Eclipse Project,Platform,UI,PC,Linux,CLOSED,DUPLICATE,P3,normal,
552475,NPE in the Generic Editor,Eclipse Project,Platform,Text,All,All,RESOLVED,FIXED,P3,normal,
552476,[Dark theme] Remove workaround for Bug 419482,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
552477,Save actions: TokenManager throws StringIndexOutOfBoundsException,Eclipse Project,JDT,Core,PC,Windows 10,CLOSED,DUPLICATE,P3,normal,
552478,[ClassDiagram] InformationFlow ends are increasing when moving the relation ends in a diagram,Modeling,Papyrus,Diagram,PC,Windows 7,NEW,,P3,normal,
552479,An internal error occurred during: Calculating scanner info,Tools,CDT,cdt-build,PC,Linux,RESOLVED,FIXED,P3,normal,
552480,Update from JUnit 4 to JUnit 5 and AssertJ or Truth for assertions,Technology,JGit,JGit,PC,Mac OS X,NEW,,P3,normal,
552481,New C Project wizard fails to overwrite existing project with same name but different case,Tools,CDT,cdt-core,PC,Windows 10,RESOLVED,FIXED,P3,normal,
552482,Please create eclipse/codewind-intellij repository,Eclipse Foundation,Community,GitHub,PC,Mac OS X,CLOSED,FIXED,P3,normal,
552483,Monitoring of different instance of CFB gives the same values,IoT,4DIAC,4DIAC-IDE,PC,Windows 10,CLOSED,FIXED,P3,normal,
552484,Add parameter to specify the hostname in addition to the interface name for CORBAFileServer,Automotive,MDMBL,General,All,Windows,,,,,
10,CLOSED,FIXED,P3,normal,,,,,,,
552485,installation Failed due to connexion timeout,Tools,Oomph,Setup,PC,Windows 10,RESOLVED,WORKSFORME,P3,blocker,
552486,@Priority not honored on Providers,Technology,Sisu,Inject,All,All,NEW,,P3,normal,
552487,empty aspectBinding may trigger NPE,Tools,Objectteams,OTEquinox,All,All,RESOLVED,FIXED,P3,normal,
552488,Failing builds - MockJavaProject needs IJavaProject.getOwnModuleDescription(),WebTools,Java Server Faces,Core,All,All,RESOLVED,FIXED,P3,blocker,
552489,[otdre] AbstractBoundClass does not find its superClass,Tools,Objectteams,OTJ,All,All,RESOLVED,FIXED,P3,normal,
552491,Use of issue templates for Eclipse iceoryx,Eclipse Foundation,Community,GitHub,PC,All,CLOSED,FIXED,P3,normal,
552492,Invalid code generated for integer literal -2147483648,Eclipse Foundation,z_Archived,titan.core,All,All,CLOSED,FIXED,P3,minor,
552493,[release] modeling.emf-parsley 1.9.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,
552494,[Releng] Merge tycho core and tycho-extras repos and builds,Eclipse Foundation,z_Archived,Tycho,All,All,RESOLVED,FIXED,P3,enhancement,
552495,Code formatter throws an exception when launched from command line,Tools,CDT,cdt-other,PC,Linux,NEW,,P3,normal,
552496,[terminate] modeling.mdt.modisco,Eclipse Foundation,Community,Proposals and Reviews,PC,Linux,RESOLVED,FIXED,P3,normal,
552497,Migrate to EMFForms 1.22,Technology,Apogy,General,All,Linux,RESOLVED,FIXED,P3,major,
552498,[terminate] modeling.emft.emf-facet,Eclipse Foundation,Community,Proposals and Reviews,PC,Linux,RESOLVED,FIXED,P3,normal,
552499,Permission denied on Jetty JIPP with script file that has not changed,Eclipse Foundation,Community,CI-Jenkins,PC,Linux,CLOSED,FIXED,P3,normal,
552500,Cannot register new e-mail address,Eclipse Foundation,Community,Gerrit,All,All,CLOSED,DUPLICATE,P3,normal,
552501,Forum subscription emails do not contain base path,Eclipse Foundation,Community,Forums and Newsgroups,All,All,RESOLVED,WORKSFORME,P3,trivial,
552502,testJarSign fails in I20191027-1800,Eclipse Project,Platform,Releng,PC,Windows 7,RESOLVED,FIXED,P3,normal,
552503,[xtext] Issues with building/pushing simrel,Eclipse Foundation,Community,CI-Jenkins,PC,Mac OS X,CLOSED,FIXED,P3,normal,
552504,Remove the ICompilationUnitContext,Eclipse Project,JDT,UI,All,All,VERIFIED,FIXED,P3,normal,
552505,Webclient: All URLs routed by Angular have to fallback to index.html,Automotive,MDMBL,General,All,All,CLOSED,FIXED,P3,normal,
552506,[14] Records - Code Generation,Eclipse Project,JDT,Core,PC,Mac OS X,RESOLVED,FIXED,P3,normal,
552507,Use API Generation app directly instead of Ant,Eclipse Project,Platform,Releng,All,All,RESOLVED,FIXED,P3,enhancement,
552509,Secure storage writen with 2019-03 or later cannot be read by older versions: Salt must be 8 bytes long,Eclipse,,,,,,,,,
Project,Equinox,Security,PC,Linux,RESOLVED,FIXED,P3,normal,,,
552510,[DB] getIndexInfo with approximate=false triggers table analyze on oracle,Modeling,EMF,cdo.db,PC,Windows 7,RESOLVED,FIXED,P3,normal,
552511,Create cleanup script for equinox downloads,Eclipse Project,Platform,Releng,PC,Windows 10,RESOLVED,FIXED,P3,normal,
552512,CDOServerExporter does not release the Session,Modeling,EMF,cdo.core,PC,Windows 10,CLOSED,FIXED,P3,normal,
552513,Create updateIndex script for JIRO,Eclipse Project,Platform,Releng,PC,Windows 10,CLOSED,FIXED,P3,normal,
552514,[10.15] Some categories in tree not displaying in PreferenceDialog on MacOS 10.15,Eclipse Project,Platform,SWT,Macintosh,Mac OS,,,,,
X,RESOLVED,DUPLICATE,P3,normal,,,,,,,
552515,[Passage] support EMF annotations as a source of Licensing Requirements,Technology,Passage,General,All,All,NEW,,P3,major,
552516,[Passage] support license checks and functionality constraints for EMFForms,Technology,Passage,General,All,All,NEW,,P3,major,
552517,Opening a CFB inside another one there's a java.lang.NullPointerException,IoT,4DIAC,4DIAC-IDE,PC,Windows 10,CLOSED,FIXED,P3,normal,
552518,UI freeze in HyperlinkDetectorDelegate.detectHyperlinks,Eclipse Project,Platform,UI,PC,Linux,NEW,,P3,normal,
552519,Plugin configuration dialog run level Spinner truncated on GTK,Eclipse Project,PDE,UI,PC,Linux,VERIFIED,FIXED,P3,normal,
552520,JIPP Help for ESF,Eclipse Foundation,Community,CI-Jenkins,All,All,CLOSED,FIXED,P3,normal,
552521,[resource] warning against '<unassigned Closeable value>' is weakened to potential inside if,Eclipse Project,JDT,Core,PC,Windows,,,,,
10,RESOLVED,FIXED,P3,normal,,,,,,,
552522,Jenkins for Eclipse GLSP,Eclipse Foundation,Community,CI-Jenkins,PC,Linux,CLOSED,FIXED,P3,normal,
552523,merge selected bundle attributes from eclipse and OSGi launch configs,Eclipse Project,PDE,UI,PC,Windows 10,VERIFIED,FIXED,P3,normal,
552524,Build Failure - org.eclipse.jst.j2ee.ejb.annotations.ui needs to move BREE up to Java SE 8,WebTools,WTP Java EE Tools,jst.j2ee,All,Windows,,,,,
7,RESOLVED,FIXED,P3,normal,,,,,,,
552525,OpenJ9: Master restarting itself,Eclipse Foundation,Community,CI-Jenkins,PC,Linux,CLOSED,FIXED,P3,major,
552526,Add Git repositories dialog - Enter in the Directory field should trigger search,Technology,EGit,UI,PC,Linux,NEW,,P3,normal,
552527,Must create the window menu if not present in main menu to display the spies,Eclipse Project,e4,UI,PC,Mac OS X,RESOLVED,FIXED,P3,normal,
552528,Exception when creating new CFB Type,IoT,4DIAC,4DIAC-IDE,PC,Windows 10,CLOSED,WORKSFORME,P3,normal,
552529,Code generation fault when using optional field in value redirect,Eclipse Foundation,z_Archived,titan.core,All,All,CLOSED,FIXED,P3,minor,
552530,[release] iot.californium 2.0.0,Eclipse Foundation,Community,Proposals and Reviews,All,All,RESOLVED,FIXED,P3,normal,
552531,[Robotics                                                                                                                                                                                releng] Update ESF references in target,,,,,,,,,,
552532,AdvancedPatternParser does not handle correctly when a pattern is removed during a file update,Modeling,Viatra,Query,Macintosh,Mac OS,,,,,
X,RESOLVED,FIXED,P3,major,,,,,,,
552533,DoubleClickEvent only fired in first column of TableViewer,Eclipse Project,Platform,UI,PC,Windows All,NEW,,P3,normal,
552534,[clean up] NPE in UnboxingCleanUp,Eclipse Project,JDT,UI,All,All,VERIFIED,FIXED,P3,normal,
552535,I20191029-1800 build failure,Eclipse Project,Platform,Releng,PC,Windows 10,RESOLVED,FIXED,P3,blocker,
552536,I20191029-1800 nightly build failed,Eclipse Project,Platform,Releng,PC,Windows 7,CLOSED,DUPLICATE,P3,normal,
552537,[JUnit 5] Cannot run tests inside secondary types,Eclipse Project,JDT,UI,PC,Mac OS X,CLOSED,DUPLICATE,P3,normal,
552538,Tycho uses different parsing for product files,Eclipse Foundation,z_Archived,Tycho,All,All,NEW,,P3,enhancement,
552539,Ability to resolve workspace_loc:/projectName/... URLs,Eclipse Foundation,z_Archived,Tycho,All,All,NEW,,P3,enhancement,
552540,Mac app signing service is down,Technology,CBI,signing-service,PC,Windows 10,CLOSED,FIXED,P3,blocker,
552541,[14] [model] Records - RecordComponentElement delta,Eclipse Project,JDT,APT,PC,Mac OS X,VERIFIED,DUPLICATE,P3,normal,
552542,XSS in Memory Analyzer plugin for Eclipse,Eclipse Foundation,Community,Vulnerability Reports,All,All,RESOLVED,FIXED,P3,normal,
552543,eclipse.exe stopped working,Eclipse Project,PDE,Incubators,PC,Windows 10,RESOLVED,INVALID,P3,normal,
552544,could not lock config file /home/jenkins/.gitconfig: Permission denied,Eclipse Foundation,Community,CI-Jenkins,PC,Mac OS X,CLOSED,FIXED,P3,normal,
552545,Change default for Always show Welcome at start up Welcome page,Eclipse Project,Platform,User Assistance,PC,Linux,RESOLVED,FIXED,P3,normal,
552546,Add jaxen 1.1.6 to Orbit,Tools,Orbit,bundles,PC,Windows 10,RESOLVED,FIXED,P3,normal,
552547,[GTK] Drawing artifact,Eclipse Project,Platform,SWT,PC,Linux,NEW,,P3,normal,
552548,With auto complete eclipse stucks and does not restart without kill it and open it again,Eclipse Project,JDT,Core,PC,Windows 10,NEW,,P3,blocker,
552549,Repository browser text cut off,Tools,Oomph,Release Engineering,PC,Linux,RESOLVED,WORKSFORME,P3,minor,
552550,Create a script to get eclipse platform product from latest release,Eclipse Project,Platform,Releng,PC,Windows 10,RESOLVED,FIXED,P3,normal,
552551,Root folder required for Project Imports error not updated as it seems,Tools,Oomph,Setup,PC,Linux,RESOLVED,WORKSFORME,P3,normal,
552552,Develop scripts to add to repo and delete from repo for JIRO use,Eclipse Project,Platform,Releng,PC,Windows 10,RESOLVED,FIXED,P3,normal,
552553,[code mining] Reduce distraction by adding placeholder entries,Eclipse Project,JDT,Text,All,All,CLOSED,DUPLICATE,P3,enhancement,
552554,[MinMaxAddon] Part Icon not updated when setIconURI is called,Eclipse Project,Platform,UI,PC,Windows 10,RESOLVED,FIXED,P3,normal,
552555,[Mac] Font too large on changed files in Package Explorer,Eclipse Project,Platform,SWT,Macintosh,Mac OS X,NEW,,P3,normal,
552558,Fix warnings,Technology,NatTable,Core,PC,Windows 10,CLOSED,FIXED,P3,normal,
552559,tycho-p2-repository-plugin FileNotFoundException for artifacts.jar,Eclipse Foundation,z_Archived,Tycho,PC,Windows 10,CLOSED,WONTFIX,P3,normal,
552560,Adding Code Metric Calculation to IDE,IoT,4DIAC,4DIAC-IDE,All,All,CLOSED,FIXED,P3,enhancement,
552561,Expressions view: provide API for other languages (like groovy),Eclipse Project,JDT,Debug,All,All,NEW,,P3,enhancement,
552562,Unify variables and expressions view,Eclipse Project,JDT,Debug,All,All,NEW,,P3,enhancement,
552563,Eclipse freezes while debugging (a tomcat application),Eclipse Project,JDT,Debug,PC,Windows 10,CLOSED,DUPLICATE,P3,normal,
552564,[Moka] The trace generation service should allow to select the name of the generated file,Modeling,Papyrus,Moka,PC,Linux,CLOSED,FIXED,P3,normal,
552565,Align hideshow layer interfaces,Technology,NatTable,Core,PC,Windows 10,CLOSED,FIXED,P3,normal,
552566,[chain] Remove unnecessary error log messages,Eclipse Project,JDT,UI,PC,Linux,VERIFIED,FIXED,P3,normal,
552567,NoSuchFieldException: thread_daemon_suspended_exception_uncaught,Eclipse Project,JDT,Debug,All,All,RESOLVED,FIXED,P3,normal,
552568,Eclipse crashes with reference count error message cairo_surface_destroy,Modeling,GMF-Runtime,General,PC,Linux,RESOLVED,FIXED,P3,critical,
552570,Saving a SubbApp as type creates double connections,IoT,4DIAC,4DIAC-IDE,PC,Windows 10,CLOSED,DUPLICATE,P3,normal,
552571,Support int[] handling in PositionUtil,Technology,NatTable,Core,PC,Windows 10,CLOSED,FIXED,P3,normal,
552573,[osgi r8] Implement OSGi Connect,Eclipse Project,Equinox,Framework,PC,Mac OS X,RESOLVED,FIXED,P3,normal,
552574,ClassCastException, An internal error occurred during: Debug has children update.,Technology,lsp4e,Debug Adapter,,,,,,
Protocol,PC,Linux,RESOLVED,INVALID,P3,normal,,,,,
552575,Filter converted data,Technology,NatTable,GlazedLists Extension,PC,Windows 10,CLOSED,FIXED,P3,normal,
552576,[PropertiesView] Not possible to enter multi-line fields for string attributes in the profile tab of the property view.,Modeling,Papyrus,Views,PC,Linux,NEW,,P3,minor,
552577,[Dark theme] Remove special styling for widgets if the part is active,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,WONTFIX,P3,normal,
552578,[Dark theme] Always style Shell,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,
552579,add Eclipse Tools Day Grenoble,Eclipse Foundation,z_Archived,Events.eclipse.org,PC,Mac OS X,RESOLVED,FIXED,P3,normal,
552580,Increase minor version of plugins due to change in minimum BREE,WebTools,WTP Webservices,jst.ws,PC,Mac OS X,ASSIGNED,,P3,normal,
552581,Change Metric Analysis result presentation to table,IoT,4DIAC,4DIAC-IDE,PC,Linux,CLOSED,FIXED,P3,normal,
552582,Expand Metric Analysis to CFBs and Subapps,IoT,4DIAC,4DIAC-IDE,PC,Linux,CLOSED,FIXED,P3,normal,
552583,Allow Metric Analysis for types (FB                                                                                                                                          subapp) and subapps in applications,Io,,,,,,,,,
552584,Eclipse installer freeze my computer forcing me to manual restart,Eclipse Project,Platform,IDE,PC,Windows 10,NEW,,P3,normal,
552585,Contribute Eclipse and Equinox to Simrel for 4.14 M2,Eclipse Project,Platform,Releng,PC,Windows 7,RESOLVED,FIXED,P3,normal,
552586,Provide better support for git.eclipse.org redirections,Tools,Oomph,Setup,PC,Windows 7,RESOLVED,FIXED,P3,enhancement,
552587,Some tests and Itest uses deprecated tycho.targetPlatform,Eclipse Foundation,z_Archived,Tycho,All,All,RESOLVED,WORKSFORME,P3,normal,
552589,Linux machine is down,Eclipse Foundation,Community,CI-Jenkins,PC,Windows 7,CLOSED,FIXED,P3,blocker,
552591,Remove repo eclipse-theia/theia-apps and check permissions,Eclipse Foundation,Community,GitHub,PC,Linux,CLOSED,FIXED,P3,normal,
552592,JUnit tests fail on Eclipse Kura,Eclipse Foundation,Community,CI-Jenkins,PC,Mac OS X,CLOSED,WONTFIX,P3,normal,
552593,Grant access to projects storage service to the Jenkins instance of project microprofile,Eclipse Foundation,Community,CI-Jenkins,PC,Mac OS,,,,,
X,CLOSED,FIXED,P3,normal,,,,,,,
552594,Make FrameworkExtensionInstaller.addExtensionContent work for the built-in app class loader on Java 9+,Eclipse Project,Equinox,Framework,PC,Mac OS,,,,,
